,label
882,4.0
883,6.0
884,2.0
885,5.0
886,7.0
887,3.0
888,1.0
889,1.0
890,3.0
891,5.0
892,3.0
893,6.0
894,7.0
895,2.0
896,0.0
897,7.0
898,6.0
899,2.0
900,8.0
901,3.0
902,2.0
903,5.0
904,7.0
905,5.0
906,1.0
907,5.0
908,8.0
909,0.0
910,6.0
911,1.0
912,2.0
913,2.0
914,4.0
915,6.0
916,0.0
917,1.0
918,9.0
919,2.0
920,5.0
921,2.0
922,3.0
923,3.0
924,0.0
925,0.0
926,2.0
927,3.0
928,7.0
929,9.0
930,4.0
931,6.0
932,6.0
933,5.0
934,5.0
935,2.0
936,7.0
937,2.0
938,4.0
939,3.0
940,7.0
941,0.0
942,9.0
943,8.0
944,9.0
945,1.0
946,1.0
947,1.0
948,0.0
949,7.0
950,0.0
951,5.0
952,0.0
953,2.0
954,0.0
955,1.0
956,2.0
957,4.0
958,8.0
959,5.0
960,1.0
961,4.0
962,2.0
963,4.0
964,2.0
965,4.0
966,8.0
967,7.0
968,6.0
969,0.0
970,9.0
971,4.0
972,1.0
973,5.0
974,6.0
975,7.0
976,6.0
977,8.0
978,6.0
979,3.0
980,3.0
981,3.0
982,1.0
983,1.0
984,7.0
985,2.0
986,1.0
987,7.0
988,8.0
989,7.0
990,6.0
991,8.0
992,1.0
993,4.0
994,4.0
995,3.0
996,7.0
997,3.0
998,5.0
999,4.0
1000,5.0
1001,7.0
1002,4.0
1003,5.0
1004,4.0
1005,1.0
1006,3.0
1007,6.0
1008,2.0
1009,0.0
1010,7.0
1011,3.0
1012,1.0
1013,1.0
1014,8.0
1015,8.0
1016,5.0
1017,3.0
1018,2.0
1019,6.0
1020,0.0
1021,0.0
1022,0.0
1023,1.0
1024,3.0
1025,9.0
1026,8.0
1027,4.0
1028,4.0
1029,3.0
1030,9.0
1031,3.0
1032,0.0
1033,5.0
1034,5.0
1035,2.0
1036,2.0
1037,3.0
1038,6.0
1039,0.0
1040,8.0
1041,8.0
1042,0.0
1043,1.0
1044,1.0
1045,1.0
1046,4.0
1047,2.0
1048,7.0
1049,5.0
1050,9.0
1051,6.0
1052,2.0
1053,1.0
1054,9.0
1055,7.0
1056,5.0
1057,6.0
1058,6.0
1059,8.0
1060,8.0
1061,0.0
1062,5.0
1063,5.0
1064,9.0
1065,3.0
1066,1.0
1067,6.0
1068,5.0
1069,7.0
1070,4.0
1071,8.0
1072,7.0
1073,8.0
1074,2.0
1075,3.0
1076,4.0
1077,4.0
1078,3.0
1079,2.0
1080,0.0
1081,7.0
1082,6.0
1083,0.0
1084,4.0
1085,5.0
1086,2.0
1087,1.0
1088,5.0
1089,1.0
1090,5.0
1091,4.0
1092,5.0
1093,8.0
1094,8.0
1095,5.0
1096,2.0
1097,6.0
1098,5.0
1099,4.0
1100,3.0
1101,9.0
1102,1.0
1103,5.0
1104,2.0
1105,4.0
1106,1.0
1107,2.0
1108,1.0
1109,6.0
1110,9.0
1111,6.0
1112,1.0
1113,3.0
1114,8.0
1115,4.0
1116,6.0
1117,5.0
1118,0.0
1119,8.0
1120,5.0
1121,4.0
1122,1.0
1123,9.0
1124,4.0
1125,4.0
1126,6.0
1127,2.0
1128,0.0
1129,1.0
1130,7.0
1131,4.0
1132,0.0
1133,9.0
1134,9.0
1135,7.0
1136,7.0
1137,1.0
1138,9.0
1139,8.0
1140,1.0
1141,0.0
1142,4.0
1143,4.0
1144,6.0
1145,9.0
1146,4.0
1147,2.0
1148,3.0
1149,0.0
1150,6.0
1151,1.0
1152,0.0
1153,6.0
1154,1.0
1155,9.0
1156,9.0
1157,4.0
1158,6.0
1159,8.0
1160,6.0
1161,8.0
1162,2.0
1163,9.0
1164,7.0
1165,0.0
1166,4.0
1167,0.0
1168,3.0
1169,4.0
1170,1.0
1171,3.0
1172,4.0
1173,3.0
1174,4.0
1175,9.0
1176,8.0
1177,7.0
1178,5.0
1179,9.0
1180,3.0
1181,5.0
1182,3.0
1183,0.0
1184,7.0
1185,7.0
1186,4.0
1187,3.0
1188,5.0
1189,9.0
1190,3.0
1191,5.0
1192,5.0
1193,5.0
1194,5.0
1195,0.0
1196,1.0
1197,3.0
1198,4.0
1199,1.0
1200,6.0
1201,6.0
1202,2.0
1203,8.0
1204,3.0
1205,5.0
1206,8.0
1207,4.0
1208,7.0
1209,7.0
1210,9.0
1211,2.0
1212,1.0
1213,3.0
1214,0.0
1215,9.0
1216,3.0
1217,1.0
1218,0.0
1219,9.0
1220,5.0
1221,0.0
1222,5.0
1223,3.0
1224,0.0
1225,8.0
1226,4.0
1227,0.0
1228,8.0
1229,2.0
1230,8.0
1231,1.0
1232,9.0
1233,1.0
1234,6.0
1235,1.0
1236,5.0
1237,8.0
1238,8.0
1239,2.0
1240,4.0
1241,1.0
1242,6.0
1243,9.0
1244,6.0
1245,2.0
1246,1.0
1247,8.0
1248,3.0
1249,2.0
1250,5.0
1251,3.0
1252,7.0
1253,7.0
1254,6.0
1255,5.0
1256,4.0
1257,6.0
1258,4.0
1259,6.0
1260,6.0
1261,4.0
1262,2.0
1263,7.0
1264,2.0
1265,7.0
1266,1.0
1267,8.0
1268,1.0
1269,8.0
1270,0.0
1271,6.0
1272,9.0
1273,2.0
1274,9.0
1275,7.0
1276,7.0
1277,5.0
1278,3.0
1279,6.0
1280,6.0
1281,8.0
1282,4.0
1283,6.0
1284,6.0
1285,8.0
1286,2.0
1287,4.0
1288,1.0
1289,7.0
1290,1.0
1291,1.0
1292,1.0
1293,9.0
1294,2.0
1295,5.0
1296,7.0
1297,0.0
1298,8.0
1299,5.0
1300,1.0
1301,6.0
1302,4.0
1303,9.0
1304,2.0
1305,9.0
1306,4.0
1307,7.0
1308,8.0
1309,6.0
1310,6.0
1311,7.0
1312,6.0
1313,2.0
1314,3.0
1315,2.0
1316,0.0
1317,8.0
1318,2.0
1319,0.0
1320,2.0
1321,2.0
1322,3.0
1323,4.0
1324,9.0
1325,6.0
1326,3.0
1327,8.0
1328,3.0
1329,3.0
1330,2.0
1331,1.0
1332,8.0
1333,6.0
1334,4.0
1335,7.0
1336,6.0
1337,1.0
1338,8.0
1339,8.0
1340,3.0
1341,2.0
1342,2.0
1343,2.0
1344,2.0
1345,7.0
1346,5.0
1347,8.0
1348,1.0
1349,5.0
1350,4.0
1351,0.0
1352,9.0
1353,4.0
1354,3.0
1355,1.0
1356,2.0
1357,6.0
1358,8.0
1359,1.0
1360,2.0
1361,8.0
1362,6.0
1363,4.0
1364,7.0
1365,0.0
1366,6.0
1367,6.0
1368,5.0
1369,4.0
1370,8.0
1371,1.0
1372,7.0
1373,6.0
1374,2.0
1375,1.0
1376,0.0
1377,6.0
1378,7.0
1379,6.0
1380,2.0
1381,0.0
1382,5.0
1383,1.0
1384,1.0
1385,8.0
1386,8.0
1387,3.0
1388,0.0
1389,5.0
1390,4.0
1391,4.0
1392,1.0
1393,9.0
1394,5.0
1395,6.0
1396,4.0
1397,9.0
1398,2.0
1399,1.0
1400,3.0
1401,1.0
1402,3.0
1403,0.0
1404,4.0
1405,5.0
1406,1.0
1407,2.0
1408,2.0
1409,5.0
1410,1.0
1411,7.0
1412,2.0
1413,2.0
1414,9.0
1415,8.0
1416,5.0
1417,9.0
1418,1.0
1419,5.0
1420,7.0
1421,3.0
1422,6.0
1423,7.0
1424,1.0
1425,1.0
1426,2.0
1427,4.0
1428,2.0
1429,4.0
1430,2.0
1431,6.0
1432,4.0
1433,2.0
1434,6.0
1435,9.0
1436,1.0
1437,9.0
1438,1.0
1439,7.0
1440,5.0
1441,7.0
1442,4.0
1443,6.0
1444,0.0
1445,7.0
1446,6.0
1447,4.0
1448,9.0
1449,9.0
1450,5.0
1451,0.0
1452,7.0
1453,5.0
1454,8.0
1455,9.0
1456,9.0
1457,1.0
1458,7.0
1459,8.0
1460,1.0
1461,1.0
1462,7.0
1463,4.0
1464,8.0
1465,8.0
1466,2.0
1467,3.0
1468,1.0
1469,6.0
1470,6.0
1471,5.0
1472,4.0
1473,3.0
1474,7.0
1475,7.0
1476,9.0
1477,5.0
1478,6.0
1479,7.0
1480,0.0
1481,8.0
1482,3.0
1483,0.0
1484,5.0
1485,7.0
1486,3.0
1487,2.0
1488,8.0
1489,8.0
1490,1.0
1491,7.0
1492,2.0
1493,5.0
1494,2.0
1495,3.0
1496,5.0
1497,9.0
1498,8.0
1499,1.0
1500,2.0
1501,7.0
1502,4.0
1503,7.0
1504,7.0
1505,1.0
1506,1.0
1507,5.0
1508,5.0
1509,1.0
1510,6.0
1511,1.0
1512,4.0
1513,9.0
1514,4.0
1515,4.0
1516,5.0
1517,7.0
1518,6.0
1519,8.0
1520,8.0
1521,9.0
1522,9.0
1523,3.0
1524,8.0
1525,1.0
1526,3.0
1527,0.0
1528,3.0
1529,8.0
1530,0.0
1531,8.0
1532,7.0
1533,9.0
1534,8.0
1535,2.0
1536,1.0
1537,8.0
1538,7.0
1539,5.0
1540,1.0
1541,6.0
1542,5.0
1543,2.0
1544,8.0
1545,8.0
1546,5.0
1547,7.0
1548,9.0
1549,6.0
1550,8.0
1551,7.0
1552,7.0
1553,4.0
1554,1.0
1555,2.0
1556,5.0
1557,8.0
1558,9.0
1559,7.0
1560,4.0
1561,8.0
1562,4.0
1563,6.0
1564,0.0
1565,5.0
1566,3.0
1567,1.0
1568,4.0
1569,7.0
1570,7.0
1571,9.0
1572,3.0
1573,0.0
1574,9.0
1575,9.0
1576,2.0
1577,5.0
1578,8.0
1579,4.0
1580,6.0
1581,8.0
1582,8.0
1583,7.0
1584,3.0
1585,4.0
1586,6.0
1587,3.0
1588,3.0
1589,9.0
1590,9.0
1591,9.0
1592,3.0
1593,5.0
1594,3.0
1595,7.0
1596,1.0
1597,2.0
1598,0.0
1599,3.0
1600,5.0
1601,4.0
1602,1.0
1603,3.0
1604,0.0
1605,3.0
1606,9.0
1607,4.0
1608,4.0
1609,7.0
1610,9.0
1611,7.0
1612,8.0
1613,5.0
1614,0.0
1615,4.0
1616,3.0
1617,9.0
1618,5.0
1619,2.0
1620,1.0
1621,9.0
1622,1.0
1623,9.0
1624,5.0
1625,4.0
1626,7.0
1627,7.0
1628,5.0
1629,5.0
1630,2.0
1631,6.0
1632,4.0
1633,4.0
1634,4.0
1635,1.0
1636,2.0
1637,7.0
1638,9.0
1639,5.0
1640,6.0
1641,7.0
1642,8.0
1643,4.0
1644,6.0
1645,3.0
1646,2.0
1647,8.0
1648,3.0
1649,0.0
1650,7.0
1651,7.0
1652,7.0
1653,7.0
1654,5.0
1655,4.0
1656,6.0
1657,9.0
1658,4.0
1659,2.0
1660,7.0
1661,8.0
1662,1.0
1663,1.0
1664,8.0
1665,8.0
1666,4.0
1667,9.0
1668,2.0
1669,3.0
1670,7.0
1671,9.0
1672,9.0
1673,0.0
1674,3.0
1675,3.0
1676,6.0
1677,8.0
1678,2.0
1679,8.0
1680,2.0
1681,4.0
1682,7.0
1683,8.0
1684,2.0
1685,5.0
1686,9.0
1687,2.0
1688,7.0
1689,3.0
1690,2.0
1691,7.0
1692,2.0
1693,6.0
1694,8.0
1695,8.0
1696,4.0
1697,0.0
1698,0.0
1699,5.0
1700,8.0
1701,7.0
1702,2.0
1703,7.0
1704,3.0
1705,3.0
1706,5.0
1707,5.0
1708,3.0
1709,1.0
1710,9.0
1711,7.0
1712,2.0
1713,1.0
1714,6.0
1715,9.0
1716,1.0
1717,5.0
1718,3.0
1719,2.0
1720,7.0
1721,6.0
1722,2.0
1723,9.0
1724,1.0
1725,2.0
1726,1.0
1727,5.0
1728,9.0
1729,2.0
1730,6.0
1731,2.0
1732,4.0
1733,9.0
1734,9.0
1735,2.0
1736,8.0
1737,3.0
1738,2.0
1739,4.0
1740,1.0
1741,6.0
1742,7.0
1743,8.0
1744,6.0
1745,2.0
1746,5.0
1747,1.0
1748,7.0
1749,5.0
1750,4.0
1751,4.0
1752,5.0
1753,1.0
1754,9.0
1755,7.0
1756,9.0
1757,3.0
1758,7.0
1759,6.0
1760,3.0
1761,9.0
1762,0.0
1763,6.0
1764,2.0
1765,0.0
1766,9.0
1767,9.0
1768,1.0
1769,9.0
1770,5.0
1771,1.0
1772,3.0
1773,8.0
1774,9.0
1775,6.0
1776,0.0
1777,6.0
1778,2.0
1779,1.0
1780,3.0
1781,5.0
1782,6.0
1783,3.0
1784,2.0
1785,2.0
1786,2.0
1787,9.0
1788,6.0
1789,1.0
1790,7.0
1791,6.0
1792,3.0
1793,2.0
1794,9.0
1795,9.0
1796,3.0
1797,5.0
1798,9.0
1799,3.0
1800,0.0
1801,3.0
1802,1.0
1803,8.0
1804,9.0
1805,1.0
1806,7.0
1807,6.0
1808,0.0
1809,8.0
1810,0.0
1811,7.0
1812,2.0
1813,0.0
1814,6.0
1815,8.0
1816,3.0
1817,4.0
1818,5.0
1819,1.0
1820,5.0
1821,0.0
1822,2.0
1823,2.0
1824,9.0
1825,9.0
1826,5.0
1827,5.0
1828,7.0
1829,8.0
1830,2.0
1831,4.0
1832,6.0
1833,6.0
1834,6.0
1835,2.0
1836,8.0
1837,8.0
1838,0.0
1839,4.0
1840,1.0
1841,5.0
1842,3.0
1843,3.0
1844,3.0
1845,5.0
1846,5.0
1847,7.0
1848,4.0
1849,1.0
1850,4.0
1851,6.0
1852,0.0
1853,3.0
1854,9.0
1855,7.0
1856,8.0
1857,2.0
1858,0.0
1859,6.0
1860,4.0
1861,2.0
1862,4.0
1863,7.0
1864,3.0
1865,0.0
1866,5.0
1867,0.0
1868,6.0
1869,3.0
1870,4.0
1871,5.0
1872,0.0
1873,2.0
1874,1.0
1875,0.0
1876,9.0
1877,8.0
1878,4.0
1879,3.0
1880,9.0
1881,9.0
1882,6.0
1883,4.0
1884,0.0
1885,7.0
1886,3.0
1887,2.0
1888,0.0
1889,1.0
1890,0.0
1891,7.0
1892,7.0
1893,6.0
1894,5.0
1895,2.0
1896,2.0
1897,5.0
1898,6.0
1899,0.0
1900,2.0
1901,7.0
1902,0.0
1903,3.0
1904,8.0
1905,7.0
1906,5.0
1907,0.0
1908,7.0
1909,7.0
1910,7.0
1911,2.0
1912,4.0
1913,7.0
1914,3.0
1915,5.0
1916,4.0
1917,8.0
1918,7.0
1919,0.0
1920,2.0
1921,4.0
1922,0.0
1923,8.0
1924,0.0
1925,7.0
1926,3.0
1927,4.0
1928,2.0
1929,8.0
1930,4.0
1931,9.0
1932,1.0
1933,7.0
1934,1.0
1935,9.0
1936,7.0
1937,4.0
1938,0.0
1939,6.0
1940,4.0
1941,9.0
1942,6.0
1943,0.0
1944,3.0
1945,7.0
1946,5.0
1947,6.0
1948,4.0
1949,3.0
1950,0.0
1951,9.0
1952,6.0
1953,4.0
1954,6.0
1955,0.0
1956,2.0
1957,0.0
1958,8.0
1959,7.0
1960,7.0
1961,6.0
1962,1.0
1963,8.0
1964,3.0
1965,5.0
1966,3.0
1967,3.0
1968,5.0
1969,7.0
1970,6.0
1971,5.0
1972,7.0
1973,4.0
1974,3.0
1975,5.0
1976,0.0
1977,1.0
1978,2.0
1979,1.0
1980,6.0
1981,4.0
1982,0.0
1983,4.0
1984,4.0
1985,0.0
1986,8.0
1987,7.0
1988,5.0
1989,8.0
1990,1.0
1991,0.0
1992,8.0
1993,7.0
1994,4.0
1995,4.0
1996,5.0
1997,2.0
1998,8.0
1999,6.0
2000,6.0
2001,9.0
2002,8.0
2003,3.0
2004,3.0
2005,7.0
2006,3.0
2007,7.0
2008,1.0
2009,9.0
2010,2.0
2011,4.0
2012,1.0
2013,1.0
2014,3.0
2015,9.0
2016,2.0
2017,7.0
2018,3.0
2019,1.0
2020,6.0
2021,0.0
2022,4.0
2023,8.0
2024,6.0
2025,0.0
2026,5.0
2027,2.0
2028,1.0
2029,6.0
2030,3.0
2031,4.0
2032,8.0
2033,2.0
2034,7.0
2035,7.0
2036,2.0
2037,7.0
2038,3.0
2039,0.0
2040,9.0
2041,0.0
2042,9.0
2043,1.0
2044,3.0
2045,9.0
2046,9.0
2047,3.0
2048,0.0
2049,5.0
2050,9.0
2051,2.0
2052,4.0
2053,1.0
2054,2.0
2055,8.0
2056,2.0
2057,2.0
2058,0.0
2059,6.0
2060,6.0
2061,8.0
2062,7.0
2063,4.0
2064,6.0
2065,3.0
2066,5.0
2067,9.0
2068,1.0
2069,0.0
2070,1.0
2071,0.0
2072,5.0
2073,5.0
2074,0.0
2075,2.0
2076,1.0
2077,2.0
2078,3.0
2079,7.0
2080,4.0
2081,5.0
2082,4.0
2083,8.0
2084,6.0
2085,5.0
2086,3.0
2087,8.0
2088,1.0
2089,0.0
2090,5.0
2091,8.0
2092,4.0
2093,0.0
2094,8.0
2095,8.0
2096,2.0
2097,1.0
2098,0.0
2099,0.0
2100,1.0
2101,1.0
2102,9.0
2103,4.0
2104,1.0
2105,8.0
2106,5.0
2107,8.0
2108,7.0
2109,6.0
2110,7.0
2111,5.0
2112,6.0
2113,8.0
2114,8.0
2115,5.0
2116,7.0
2117,2.0
2118,1.0
2119,2.0
2120,7.0
2121,2.0
2122,3.0
2123,4.0
2124,7.0
2125,3.0
2126,1.0
2127,8.0
2128,3.0
2129,7.0
2130,1.0
2131,9.0
2132,3.0
2133,4.0
2134,6.0
2135,4.0
2136,5.0
2137,8.0
2138,6.0
2139,0.0
2140,0.0
2141,0.0
