,label
271,7
272,3
273,2
274,4
275,4
276,7
277,2
278,6
279,0
280,8
281,9
282,4
283,3
284,3
285,6
286,3
287,6
288,6
289,5
290,1
291,5
292,0
293,4
294,5
295,0
296,8
297,5
298,1
299,7
300,8
301,4
302,4
303,2
304,6
305,7
306,3
307,8
308,5
309,7
310,9
311,7
312,3
313,7
314,2
315,9
316,1
317,8
318,5
319,3
320,7
321,8
322,5
323,4
324,0
325,8
326,6
327,4
328,7
329,8
330,1
331,3
332,8
333,8
334,3
335,3
336,2
337,3
338,3
339,9
340,4
341,4
342,0
343,3
344,7
345,4
346,2
347,4
348,0
349,5
350,8
351,3
352,9
353,3
354,9
355,2
356,2
357,3
358,6
359,1
360,7
361,6
362,8
363,9
364,9
365,3
366,4
367,9
368,3
369,0
370,0
371,6
372,0
373,3
374,2
375,7
376,0
377,5
378,6
379,0
380,8
381,9
382,6
383,3
384,4
385,9
386,8
387,3
388,5
389,5
390,6
391,8
392,0
393,9
394,0
395,5
396,6
397,5
398,1
399,1
400,8
401,8
402,2
403,4
404,7
405,0
406,2
407,4
408,0
409,8
410,7
411,5
412,9
413,7
414,2
415,4
416,3
417,7
418,4
419,7
420,1
421,5
422,3
423,2
424,8
425,6
426,3
427,8
428,1
429,9
430,6
431,7
432,6
433,2
434,1
435,2
436,0
437,9
438,6
439,5
440,7
441,9
442,8
443,1
444,2
445,9
446,3
447,0
448,5
449,4
450,7
451,8
452,0
453,7
454,5
455,4
456,0
457,1
458,9
459,5
460,7
461,3
462,4
463,2
464,1
465,0
466,0
467,8
468,3
469,3
470,0
471,3
472,7
473,6
474,9
475,7
476,8
477,8
478,6
479,1
480,7
481,0
482,9
483,6
484,8
485,8
486,5
487,2
488,8
489,8
490,8
491,8
492,3
493,9
494,2
495,2
496,0
497,3
498,3
499,9
500,2
501,4
502,2
503,1
504,5
505,5
506,9
507,1
508,0
509,8
510,9
511,8
512,9
513,2
514,0
515,3
516,7
517,6
518,7
519,9
520,4
521,6
522,1
523,3
524,0
525,8
526,1
527,7
528,4
529,6
530,3
531,6
532,3
533,5
534,4
535,5
536,4
537,0
538,8
539,5
540,5
541,8
542,2
543,9
544,6
545,9
546,1
547,1
548,6
549,7
550,6
551,1
552,6
553,0
554,2
555,4
556,3
557,5
558,7
559,4
560,8
561,5
562,6
563,0
564,1
565,4
566,2
567,9
568,4
569,2
570,6
571,0
572,6
573,5
574,5
575,8
576,3
577,6
578,2
579,1
580,6
581,0
582,1
583,9
584,2
585,5
586,2
587,1
588,8
589,8
590,6
591,9
592,7
593,3
594,8
595,1
596,6
597,9
598,9
599,4
600,8
601,8
602,4
603,5
604,0
605,5
606,8
607,8
608,5
609,3
610,1
611,4
612,4
613,8
614,3
615,6
616,6
617,5
618,7
619,1
620,1
621,8
622,5
623,1
624,3
625,1
626,7
627,9
628,9
629,3
630,7
631,3
632,7
633,9
634,1
635,2
636,7
637,0
638,6
639,0
640,9
641,6
642,7
643,5
644,2
645,6
646,7
647,2
648,8
649,7
650,7
651,3
652,4
653,0
654,1
655,4
656,5
657,0
658,5
659,9
660,3
661,7
662,8
663,3
664,7
665,8
666,7
667,2
668,5
669,6
670,5
671,6
672,2
673,4
674,5
675,8
676,7
677,6
678,0
679,8
680,5
681,7
682,3
683,1
684,0
685,8
686,5
687,3
688,8
689,6
690,1
691,7
692,6
693,0
694,8
695,8
696,0
697,8
698,9
699,8
700,4
701,2
702,6
703,4
704,6
705,7
706,5
707,2
708,4
709,9
710,1
711,6
712,6
713,1
714,9
715,6
716,4
717,5
718,6
719,4
720,6
721,8
722,1
723,6
724,9
725,4
726,3
727,6
728,4
729,8
730,4
731,8
732,7
733,9
734,2
735,6
736,9
737,6
738,3
739,5
740,5
741,1
742,2
743,0
744,6
745,6
746,6
747,7
748,3
749,9
750,2
751,5
752,6
753,6
754,7
755,1
756,8
757,0
758,9
759,5
760,9
761,7
762,3
763,5
764,5
765,8
766,6
767,1
768,1
769,0
770,2
771,7
772,5
773,9
774,3
775,9
776,7
777,2
778,4
779,0
780,4
781,6
782,8
783,8
784,5
785,1
786,3
787,3
788,5
789,3
790,7
791,8
792,4
793,5
794,7
795,7
796,0
797,9
798,2
799,1
800,8
801,2
802,9
803,8
804,5
805,3
806,8
807,0
808,9
809,3
810,8
811,3
812,8
813,0
814,4
815,6
816,5
817,8
818,6
819,0
820,1
821,8
822,0
823,4
824,9
825,5
826,3
827,9
828,0
829,1
830,9
831,3
832,8
833,3
834,7
835,4
836,0
837,9
838,7
839,9
840,0
841,1
842,3
843,6
844,3
845,4
846,1
847,4
848,9
849,2
850,2
851,6
852,8
853,2
854,5
855,4
856,8
857,4
858,8
859,3
860,6
861,9
862,3
863,4
864,7
865,2
866,3
867,4
868,3
869,6
870,7
871,3
872,4
873,6
874,9
875,9
876,4
877,4
878,4
879,1
880,3
881,0
882,4
883,2
884,3
885,0
886,7
887,4
888,4
889,5
890,7
891,1
892,1
893,0
894,9
895,2
896,3
897,2
898,0
899,7
900,3
901,0
902,8
903,8
904,7
905,0
906,7
907,9
908,1
909,6
910,1
911,9
912,3
913,3
914,7
915,0
916,5
917,2
918,7
919,3
920,2
921,0
922,4
923,9
924,2
925,0
926,5
927,1
928,8
929,9
930,6
931,5
932,1
933,5
934,0
935,2
936,3
937,3
938,7
939,9
940,9
941,5
942,0
943,5
944,5
945,9
946,6
947,4
948,2
949,6
950,8
951,8
952,6
953,6
954,7
955,9
956,4
957,7
958,1
959,8
960,4
961,4
962,7
963,3
964,4
965,5
966,1
967,9
968,9
969,8
970,7
971,4
972,4
973,0
974,5
975,0
976,5
977,6
978,4
979,7
980,4
981,1
982,6
983,8
984,5
985,3
986,5
987,2
988,9
989,9
990,5
991,7
992,0
993,7
994,8
995,9
996,1
997,6
998,3
999,5
1000,3
1001,6
1002,4
1003,8
1004,2
1005,4
1006,4
1007,2
1008,2
1009,3
1010,3
1011,2
1012,4
1013,7
1014,6
1015,3
1016,0
1017,7
1018,2
1019,1
1020,1
1021,5
1022,4
1023,3
1024,0
1025,3
1026,4
1027,9
1028,3
1029,5
1030,4
1031,5
1032,1
1033,2
1034,0
1035,9
1036,1
1037,8
1038,7
1039,5
1040,5
1041,7
1042,8
1043,7
1044,0
1045,3
1046,2
1047,8
1048,2
1049,4
1050,1
1051,8
1052,5
1053,6
1054,2
1055,2
1056,3
1057,1
1058,8
1059,4
1060,9
1061,8
1062,8
1063,8
1064,0
1065,7
1066,1
1067,1
1068,8
1069,8
1070,4
1071,6
1072,8
1073,3
1074,2
1075,3
1076,1
1077,6
1078,0
1079,9
1080,3
1081,2
1082,4
1083,5
1084,3
1085,5
1086,2
1087,7
1088,8
1089,5
1090,3
1091,1
1092,9
1093,4
1094,7
1095,4
1096,3
1097,2
1098,7
1099,6
1100,1
1101,2
1102,6
1103,0
1104,0
1105,6
1106,8
1107,9
1108,6
1109,4
1110,0
1111,4
1112,0
1113,3
1114,6
1115,0
1116,6
1117,3
1118,3
1119,1
1120,8
1121,5
1122,9
1123,5
1124,1
1125,5
1126,3
1127,9
1128,9
1129,5
1130,6
1131,6
1132,4
1133,8
1134,6
1135,0
1136,9
1137,1
1138,4
1139,4
1140,9
1141,5
1142,1
1143,2
1144,7
1145,1
1146,3
1147,2
1148,9
1149,4
1150,6
1151,7
1152,1
1153,0
1154,9
1155,3
1156,1
1157,3
1158,3
1159,5
1160,3
1161,2
1162,4
1163,0
1164,1
1165,2
1166,3
1167,4
1168,9
1169,3
1170,7
1171,3
1172,0
1173,5
1174,4
1175,4
1176,0
1177,1
1178,8
1179,9
1180,4
1181,3
1182,6
1183,1
1184,8
1185,9
1186,3
1187,2
1188,9
1189,3
1190,7
1191,1
1192,6
1193,4
1194,2
1195,0
1196,3
1197,5
1198,1
1199,0
1200,1
1201,7
1202,8
1203,1
1204,7
1205,7
1206,6
1207,4
1208,1
1209,7
1210,5
1211,7
1212,8
1213,3
1214,0
1215,2
1216,3
1217,5
1218,0
1219,0
1220,1
1221,6
1222,3
1223,9
1224,9
1225,5
1226,5
1227,3
1228,3
1229,1
1230,7
1231,7
1232,7
1233,4
1234,5
1235,1
1236,2
1237,0
1238,0
1239,2
1240,2
1241,0
1242,9
1243,0
1244,0
1245,6
1246,1
1247,6
1248,3
1249,0
1250,6
1251,9
1252,8
1253,9
1254,3
1255,7
1256,3
1257,6
1258,4
1259,4
1260,8
1261,9
1262,7
1263,9
1264,4
1265,1
1266,2
1267,7
1268,1
1269,1
1270,5
1271,8
1272,9
1273,1
1274,0
1275,7
1276,1
1277,3
1278,0
1279,7
1280,7
1281,2
1282,5
1283,7
1284,6
1285,4
1286,5
1287,8
1288,3
1289,5
1290,1
1291,7
1292,8
1293,1
1294,7
1295,3
1296,6
1297,0
1298,4
1299,3
1300,2
1301,2
1302,9
1303,2
1304,3
1305,3
1306,6
1307,6
1308,9
1309,3
1310,3
1311,5
1312,2
1313,5
1314,9
1315,2
1316,3
1317,4
1318,0
1319,5
1320,9
1321,5
1322,5
1323,5
1324,5
1325,3
1326,8
1327,0
1328,7
1329,3
1330,4
1331,5
1332,0
1333,7
1334,3
1335,5
1336,6
1337,3
1338,7
1339,7
1340,1
1341,3
1342,9
1343,9
1344,5
1345,4
1346,0
1347,2
1348,4
1349,2
1350,7
1351,4
1352,3
1353,2
1354,3
1355,1
1356,5
1357,5
1358,0
1359,4
1360,7
1361,9
1362,9
1363,3
1364,0
1365,1
1366,3
1367,5
1368,9
1369,0
1370,1
1371,0
1372,0
1373,3
1374,2
1375,9
1376,4
1377,9
1378,2
1379,0
1380,0
1381,3
1382,8
1383,2
1384,3
1385,2
1386,1
1387,1
1388,2
1389,1
1390,0
1391,2
1392,7
1393,8
1394,5
1395,1
1396,3
1397,2
1398,5
1399,3
1400,6
1401,4
1402,7
1403,4
1404,3
1405,2
1406,4
1407,8
1408,0
1409,2
1410,7
1411,4
1412,5
1413,0
1414,7
1415,6
1416,6
1417,6
1418,1
1419,3
1420,6
1421,1
1422,7
1423,2
1424,8
1425,5
1426,2
1427,3
1428,3
1429,6
1430,4
1431,3
1432,0
1433,4
1434,3
1435,3
1436,0
1437,8
1438,0
1439,6
1440,0
1441,5
1442,8
1443,0
1444,9
1445,9
1446,4
1447,1
1448,0
1449,0
1450,1
1451,4
1452,4
1453,1
1454,4
1455,9
1456,1
1457,6
1458,9
1459,2
1460,2
1461,8
1462,2
1463,9
1464,2
1465,8
1466,3
1467,4
1468,4
1469,0
1470,4
1471,7
1472,5
1473,3
1474,9
1475,0
1476,0
1477,2
1478,6
1479,9
1480,0
1481,6
1482,9
1483,8
1484,9
1485,4
1486,9
1487,7
1488,7
1489,0
1490,8
1491,6
1492,2
1493,9
1494,7
1495,8
1496,4
1497,4
1498,8
1499,0
1500,0
1501,8
1502,6
1503,2
1504,4
1505,6
1506,6
1507,1
1508,4
1509,7
1510,3
1511,0
1512,9
1513,7
1514,9
1515,6
1516,0
1517,9
1518,0
1519,5
1520,7
1521,5
1522,9
1523,4
1524,4
1525,1
1526,2
1527,0
1528,6
1529,0
1530,2
1531,7
1532,3
1533,7
1534,8
1535,7
1536,2
1537,6
1538,9
1539,5
1540,1
1541,3
1542,1
1543,5
1544,4
1545,3
1546,3
1547,8
1548,9
1549,1
1550,8
1551,8
1552,8
1553,5
1554,8
1555,5
1556,6
1557,5
1558,4
1559,2
1560,0
1561,6
1562,7
1563,7
1564,0
1565,7
1566,7
1567,7
1568,9
1569,2
1570,2
1571,2
1572,8
1573,9
1574,3
1575,1
1576,5
1577,3
1578,4
1579,2
1580,0
1581,1
1582,1
1583,4
1584,7
1585,7
1586,0
1587,9
1588,9
1589,4
1590,2
1591,8
1592,3
1593,1
1594,6
1595,7
1596,0
1597,9
1598,4
1599,6
1600,2
1601,1
1602,2
1603,8
1604,8
1605,4
1606,9
1607,8
1608,6
1609,7
1610,0
1611,2
1612,9
1613,1
1614,9
1615,2
1616,3
1617,0
1618,0
1619,6
1620,5
1621,2
1622,1
1623,3
1624,3
1625,9
1626,7
1627,7
1628,1
1629,2
1630,5
1631,8
1632,2
1633,6
1634,9
1635,3
1636,1
1637,5
1638,9
1639,2
1640,0
1641,4
1642,8
1643,2
1644,9
1645,1
1646,9
1647,6
1648,1
1649,8
1650,1
1651,4
1652,0
1653,1
1654,2
1655,5
1656,5
1657,2
1658,8
1659,4
1660,3
1661,6
1662,9
1663,2
1664,1
1665,0
1666,2
1667,8
1668,7
1669,6
1670,5
1671,4
1672,9
1673,9
1674,2
1675,0
1676,5
1677,5
1678,3
1679,0
1680,8
1681,6
1682,1
1683,2
1684,8
1685,0
1686,7
1687,7
1688,0
1689,8
1690,6
1691,8
1692,3
1693,8
1694,4
1695,6
1696,9
1697,5
1698,4
1699,5
1700,3
1701,7
1702,3
1703,7
1704,4
1705,1
1706,7
1707,3
1708,7
1709,5
1710,2
1711,9
1712,6
1713,7
1714,1
1715,7
1716,5
1717,2
1718,8
1719,3
1720,2
1721,2
1722,5
1723,2
1724,9
1725,1
1726,8
1727,2
1728,8
1729,2
1730,8
1731,0
1732,8
1733,5
1734,3
1735,3
1736,0
1737,8
1738,1
1739,7
1740,9
1741,7
1742,1
1743,9
1744,7
1745,1
1746,6
1747,1
1748,2
1749,4
1750,9
1751,2
1752,8
1753,1
1754,8
1755,2
1756,3
1757,6
1758,3
1759,7
1760,0
1761,0
1762,8
1763,0
1764,8
1765,9
1766,6
1767,7
1768,3
1769,2
1770,7
1771,1
1772,5
1773,0
1774,5
1775,6
1776,9
1777,8
1778,2
1779,9
1780,5
1781,3
1782,8
1783,5
1784,6
1785,2
1786,5
1787,5
1788,2
1789,6
1790,9
1791,8
1792,7
1793,1
1794,8
1795,2
1796,4
1797,7
1798,3
1799,3
1800,6
1801,1
1802,8
1803,9
1804,1
1805,0
1806,8
1807,4
1808,0
1809,6
1810,7
1811,1
1812,8
1813,7
1814,8
1815,6
1816,5
1817,1
1818,6
1819,6
1820,8
1821,8
1822,8
1823,4
1824,1
1825,5
1826,4
1827,0
1828,7
1829,4
1830,4
1831,5
1832,3
1833,3
1834,0
1835,3
1836,1
1837,3
1838,6
1839,7
1840,4
1841,1
1842,2
1843,8
1844,8
1845,5
1846,1
1847,4
1848,5
1849,8
1850,5
1851,8
1852,6
1853,4
1854,6
1855,8
1856,8
1857,9
1858,3
1859,5
1860,4
1861,7
1862,4
1863,8
1864,6
1865,5
1866,0
1867,9
1868,4
1869,2
1870,1
1871,3
1872,0
1873,6
1874,4
1875,3
1876,2
1877,4
1878,5
1879,2
1880,4
1881,7
1882,9
1883,2
1884,4
1885,7
1886,9
1887,0
1888,9
1889,7
1890,6
1891,9
1892,7
1893,9
1894,0
1895,9
1896,9
1897,9
1898,7
1899,4
1900,3
1901,3
1902,7
1903,2
1904,6
1905,0
1906,8
1907,7
1908,1
1909,0
1910,0
1911,1
1912,1
1913,3
1914,9
1915,9
1916,8
1917,8
1918,7
1919,0
1920,4
1921,1
1922,8
1923,8
1924,7
1925,9
1926,2
1927,6
1928,2
1929,2
1930,0
1931,2
1932,8
1933,2
1934,9
1935,0
1936,8
1937,6
1938,3
1939,5
1940,6
1941,4
1942,9
1943,9
1944,5
1945,9
1946,6
1947,7
1948,0
1949,9
1950,4
1951,0
1952,2
1953,8
1954,8
1955,7
1956,7
1957,4
1958,0
1959,0
1960,4
1961,7
1962,9
1963,1
1964,3
1965,5
1966,0
1967,7
1968,4
1969,2
1970,5
1971,3
1972,1
1973,7
1974,7
1975,5
1976,7
1977,0
1978,9
1979,7
1980,1
1981,4
1982,4
1983,2
1984,9
1985,9
1986,5
1987,9
1988,3
1989,6
1990,0
1991,6
1992,2
1993,8
1994,0
1995,0
1996,8
1997,2
1998,2
1999,9
2000,6
2001,5
2002,2
2003,0
2004,9
2005,6
2006,3
2007,2
2008,4
2009,7
2010,4
2011,0
2012,9
2013,2
2014,8
2015,4
2016,2
2017,6
2018,4
2019,5
2020,7
2021,8
2022,0
2023,5
2024,2
2025,3
2026,6
2027,2
2028,3
2029,3
2030,3
2031,6
2032,4
2033,6
2034,6
2035,8
2036,3
2037,7
2038,0
2039,1
2040,6
2041,1
2042,1
2043,9
2044,3
2045,2
2046,1
2047,1
2048,3
2049,0
2050,5
2051,6
2052,7
2053,1
2054,4
2055,9
2056,8
2057,0
2058,4
2059,0
2060,0
2061,8
2062,9
2063,9
2064,2
2065,1
2066,4
2067,1
2068,0
2069,4
2070,1
2071,1
2072,1
2073,2
2074,9
2075,4
2076,0
2077,5
2078,4
2079,8
2080,1
2081,4
2082,5
2083,4
2084,9
2085,2
2086,2
2087,6
2088,4
2089,8
2090,5
2091,3
2092,1
2093,8
2094,2
2095,4
2096,3
2097,0
2098,0
2099,7
2100,3
2101,3
2102,5
2103,1
2104,0
2105,9
2106,7
2107,7
2108,0
2109,7
2110,5
2111,3
2112,6
2113,4
2114,6
2115,7
2116,1
2117,1
2118,9
2119,2
2120,4
2121,3
2122,5
2123,7
2124,7
2125,3
2126,0
2127,7
2128,5
2129,1
2130,1
2131,3
2132,3
2133,9
2134,4
2135,1
2136,1
2137,1
2138,8
2139,1
2140,3
2141,7
2142,4
2143,7
2144,3
2145,6
2146,4
2147,8
2148,0
2149,7
2150,5
2151,0
2152,5
2153,6
2154,0
2155,6
2156,7
2157,1
2158,9
2159,5
2160,1
2161,7
2162,9
2163,8
2164,7
2165,4
2166,9
2167,4
2168,1
2169,7
2170,8
2171,0
2172,9
2173,7
2174,1
2175,8
2176,4
2177,9
2178,3
2179,2
2180,5
2181,5
2182,2
2183,7
2184,1
2185,0
2186,3
2187,2
2188,3
2189,2
2190,8
2191,5
2192,7
2193,3
2194,5
2195,6
2196,6
2197,1
2198,0
2199,8
2200,2
2201,8
2202,7
2203,6
2204,1
2205,2
2206,1
2207,3
2208,9
2209,3
2210,8
2211,3
2212,3
2213,7
2214,8
2215,1
2216,9
2217,5
2218,7
2219,3
2220,6
2221,7
2222,7
2223,2
2224,6
2225,4
2226,9
2227,8
2228,5
2229,8
2230,0
2231,1
2232,8
2233,7
2234,5
2235,9
2236,3
2237,6
2238,5
2239,7
2240,8
2241,9
2242,9
2243,3
2244,1
2245,1
2246,9
2247,6
2248,2
2249,1
2250,0
2251,0
2252,7
2253,4
2254,0
2255,7
2256,5
2257,9
2258,7
2259,0
2260,5
2261,6
2262,8
2263,7
2264,0
2265,9
2266,8
2267,6
2268,5
2269,9
2270,0
2271,4
2272,4
2273,5
2274,4
2275,7
2276,3
2277,4
2278,9
2279,5
2280,0
2281,1
2282,3
2283,4
2284,7
2285,1
2286,8
2287,7
2288,2
2289,2
2290,7
2291,6
2292,8
2293,9
2294,0
2295,6
2296,1
2297,7
2298,0
2299,0
2300,6
2301,3
2302,9
2303,8
2304,1
2305,7
2306,0
2307,2
2308,2
2309,2
2310,1
2311,4
2312,2
2313,0
2314,5
2315,4
2316,7
2317,5
2318,9
2319,2
2320,7
2321,1
2322,1
2323,8
2324,7
2325,2
2326,0
2327,2
2328,7
2329,2
2330,5
2331,6
2332,3
2333,6
2334,9
2335,7
2336,4
2337,0
2338,1
2339,0
2340,8
2341,7
2342,3
2343,4
2344,7
2345,3
2346,1
2347,3
2348,0
2349,7
2350,8
2351,4
2352,4
2353,7
2354,4
2355,7
2356,5
2357,4
2358,2
2359,4
2360,4
2361,1
2362,0
2363,0
2364,8
2365,9
2366,7
2367,4
2368,2
2369,3
2370,9
2371,9
2372,7
2373,2
2374,9
2375,8
2376,3
2377,1
2378,2
2379,9
2380,1
2381,9
2382,7
2383,5
2384,3
2385,4
2386,8
2387,5
2388,0
2389,2
2390,6
2391,3
2392,1
2393,0
2394,0
2395,6
2396,1
2397,6
2398,5
2399,7
2400,5
2401,3
2402,5
2403,7
2404,5
2405,2
2406,9
2407,6
2408,0
2409,1
2410,4
2411,1
2412,4
2413,3
2414,7
2415,3
2416,8
2417,1
2418,3
2419,0
2420,9
2421,7
2422,1
2423,0
2424,4
2425,5
2426,2
2427,2
2428,9
2429,3
2430,1
2431,5
2432,6
2433,9
2434,5
2435,4
2436,4
2437,9
2438,2
2439,5
2440,9
2441,2
2442,2
2443,3
2444,6
2445,1
2446,0
2447,5
2448,1
2449,5
2450,1
2451,2
2452,3
2453,5
2454,6
2455,8
2456,9
2457,3
2458,0
2459,8
2460,7
2461,4
2462,1
2463,9
2464,3
2465,8
2466,7
2467,3
2468,4
2469,1
2470,8
2471,7
2472,7
2473,7
2474,2
2475,5
2476,3
2477,4
2478,5
2479,6
2480,1
2481,0
2482,8
2483,9
2484,7
2485,5
2486,9
2487,9
2488,6
2489,6
2490,0
2491,0
2492,7
2493,1
2494,8
2495,8
2496,7
2497,6
2498,5
2499,8
2500,7
2501,4
2502,9
2503,6
2504,9
2505,1
2506,4
2507,6
2508,7
2509,4
2510,2
2511,1
2512,1
2513,3
2514,2
2515,8
2516,3
2517,9
2518,8
2519,0
2520,6
2521,7
2522,4
2523,5
2524,4
2525,4
2526,5
2527,8
2528,5
2529,8
2530,8
2531,5
2532,0
2533,6
2534,0
2535,6
2536,4
2537,7
2538,7
2539,6
2540,0
2541,0
2542,2
2543,1
2544,9
2545,6
2546,0
2547,5
2548,3
2549,2
2550,9
2551,5
2552,7
2553,8
2554,6
2555,3
2556,9
2557,9
2558,8
2559,8
2560,2
2561,8
2562,1
2563,5
2564,1
2565,0
2566,5
2567,1
2568,2
2569,7
2570,2
2571,5
2572,4
2573,6
2574,1
2575,3
2576,1
2577,1
2578,9
2579,0
2580,9
2581,5
2582,0
2583,1
2584,7
2585,3
2586,2
2587,0
2588,7
2589,6
2590,8
2591,2
2592,1
2593,9
2594,0
2595,7
2596,2
2597,3
2598,0
2599,4
2600,9
2601,6
2602,3
2603,3
2604,0
2605,8
2606,7
2607,7
2608,4
2609,8
2610,6
2611,4
2612,1
2613,8
2614,3
2615,4
2616,4
2617,5
2618,4
2619,1
2620,4
2621,1
2622,2
2623,5
2624,2
2625,4
2626,4
2627,5
2628,0
2629,1
2630,3
2631,0
2632,0
2633,7
2634,3
2635,0
2636,3
2637,8
2638,1
2639,5
2640,0
2641,1
2642,6
2643,1
2644,8
2645,3
2646,6
2647,8
2648,0
2649,7
2650,8
2651,8
2652,0
2653,0
2654,2
2655,8
2656,9
2657,2
2658,9
2659,0
2660,1
2661,0
2662,6
2663,1
2664,8
2665,0
2666,1
2667,1
2668,1
2669,1
2670,4
2671,9
2672,1
2673,6
2674,4
2675,3
2676,5
2677,4
2678,1
2679,1
2680,4
2681,9
2682,8
2683,5
2684,2
2685,9
2686,3
2687,4
2688,0
2689,7
2690,7
2691,7
2692,5
2693,3
2694,0
2695,9
2696,5
2697,4
2698,5
2699,2
2700,4
2701,7
2702,9
2703,6
2704,9
2705,7
2706,9
2707,1
2708,1
2709,4
2710,3
2711,2
2712,8
2713,1
2714,4
2715,3
2716,6
2717,5
2718,6
2719,7
2720,0
2721,5
2722,2
2723,8
2724,2
2725,1
2726,2
2727,7
2728,6
2729,1
2730,3
2731,8
2732,2
2733,7
2734,5
2735,7
2736,5
2737,5
2738,4
2739,7
2740,7
2741,6
2742,1
2743,1
2744,1
2745,0
2746,6
2747,9
2748,6
2749,6
2750,7
2751,0
2752,8
2753,4
2754,6
2755,1
2756,0
2757,0
2758,7
2759,3
2760,6
2761,0
2762,5
2763,6
2764,1
2765,9
2766,5
2767,9
2768,5
2769,7
2770,8
2771,2
2772,0
2773,2
2774,1
2775,9
2776,2
2777,1
2778,7
2779,9
2780,8
2781,9
2782,2
2783,4
2784,2
2785,7
2786,7
2787,1
2788,4
2789,0
2790,8
2791,3
2792,9
2793,3
2794,2
2795,3
2796,9
2797,3
2798,2
2799,6
2800,3
2801,4
2802,6
2803,7
2804,0
2805,9
2806,6
2807,2
2808,7
2809,8
2810,9
2811,5
2812,7
2813,2
2814,6
2815,6
2816,1
2817,6
2818,7
2819,6
2820,8
2821,8
2822,1
2823,6
2824,1
2825,1
2826,9
2827,0
2828,7
2829,7
2830,8
2831,3
2832,7
2833,0
2834,8
2835,4
2836,9
2837,4
2838,6
2839,4
2840,1
2841,3
2842,3
2843,8
2844,9
2845,3
2846,5
2847,5
2848,1
2849,7
2850,8
2851,1
2852,6
2853,3
2854,4
2855,4
2856,4
2857,3
2858,6
2859,2
2860,0
2861,0
2862,2
2863,3
2864,3
2865,0
2866,6
2867,7
2868,9
2869,8
2870,3
2871,4
2872,0
2873,3
2874,3
2875,2
2876,3
2877,6
2878,8
2879,9
2880,0
2881,0
2882,6
2883,1
2884,9
2885,5
2886,4
2887,8
2888,0
2889,5
2890,0
2891,0
2892,2
2893,2
2894,3
2895,4
2896,9
2897,7
2898,5
2899,3
2900,8
2901,8
2902,1
2903,0
2904,9
2905,9
2906,1
2907,9
2908,2
2909,0
2910,2
2911,3
2912,2
2913,9
2914,4
2915,4
2916,3
2917,0
2918,4
2919,9
2920,7
2921,3
2922,8
2923,4
2924,5
2925,3
2926,5
2927,6
2928,1
2929,2
2930,4
2931,9
2932,2
2933,3
2934,5
2935,2
2936,0
2937,6
2938,1
2939,1
2940,3
2941,1
2942,4
2943,9
2944,3
2945,4
2946,3
2947,2
2948,2
2949,8
2950,8
2951,5
2952,4
2953,2
2954,7
2955,8
2956,9
2957,1
2958,8
2959,8
2960,8
2961,3
2962,2
2963,2
2964,8
2965,9
2966,0
2967,5
2968,1
2969,1
2970,5
2971,1
2972,8
2973,0
2974,6
2975,7
2976,8
2977,2
2978,8
2979,1
2980,3
2981,8
2982,0
2983,2
2984,2
2985,0
2986,5
2987,0
2988,4
2989,2
2990,6
2991,7
2992,1
2993,6
2994,4
2995,4
2996,1
2997,2
