,label
2093,0
2094,8
2095,8
2096,2
2097,1
2098,0
2099,0
2100,1
2101,1
2102,9
2103,4
2104,1
2105,8
2106,5
2107,8
2108,7
2109,6
2110,7
2111,5
2112,6
2113,8
2114,8
2115,5
2116,7
2117,2
2118,1
2119,2
2120,7
2121,2
2122,3
2123,4
2124,7
2125,3
2126,1
2127,8
2128,3
2129,7
2130,1
2131,9
2132,3
2133,4
2134,6
2135,4
2136,5
2137,8
2138,6
2139,0
2140,0
2141,0
2142,7
2143,1
2144,1
2145,0
2146,8
2147,7
2148,7
2149,2
2150,4
2151,3
2152,7
2153,3
2154,2
2155,8
2156,8
2157,4
2158,1
2159,6
2160,4
2161,0
2162,6
2163,3
2164,0
2165,2
2166,8
2167,5
2168,6
2169,6
2170,2
2171,1
2172,7
2173,7
2174,3
2175,9
2176,4
2177,9
2178,3
2179,7
2180,4
2181,2
2182,3
2183,1
2184,3
2185,1
2186,1
2187,4
2188,0
2189,6
2190,8
2191,7
2192,4
2193,3
2194,1
2195,9
2196,6
2197,6
2198,8
2199,7
2200,7
2201,0
2202,3
2203,4
2204,2
2205,9
2206,8
2207,9
2208,0
2209,1
2210,4
2211,9
2212,8
2213,5
2214,1
2215,7
2216,2
2217,7
2218,1
2219,4
2220,8
2221,5
2222,6
2223,5
2224,6
2225,8
2226,5
2227,0
2228,2
2229,8
2230,8
2231,6
2232,3
2233,7
2234,8
2235,7
2236,3
2237,4
2238,1
2239,4
2240,6
2241,3
2242,6
2243,4
2244,8
2245,3
2246,5
2247,1
2248,2
2249,9
2250,1
2251,7
2252,3
2253,5
2254,1
2255,7
2256,1
2257,7
2258,9
2259,0
2260,8
2261,7
2262,6
2263,7
2264,1
2265,9
2266,3
2267,2
2268,3
2269,3
2270,1
2271,4
2272,2
2273,4
2274,2
2275,9
2276,3
2277,4
2278,3
2279,0
2280,1
2281,5
2282,0
2283,7
2284,9
2285,0
2286,0
2287,0
2288,8
2289,4
2290,1
2291,1
2292,4
2293,1
2294,2
2295,4
2296,1
2297,4
2298,4
2299,8
2300,9
2301,6
2302,7
2303,9
2304,3
2305,3
2306,3
2307,3
2308,5
2309,6
2310,4
2311,2
2312,3
2313,1
2314,8
2315,1
2316,5
2317,4
2318,4
2319,3
2320,6
2321,7
2322,8
2323,0
2324,4
2325,1
2326,2
2327,8
2328,8
2329,9
2330,1
2331,0
2332,7
2333,0
2334,6
2335,6
2336,9
2337,2
2338,6
2339,0
2340,8
2341,9
2342,3
2343,7
2344,2
2345,7
2346,0
2347,8
2348,6
2349,9
2350,1
2351,0
2352,3
2353,3
2354,7
2355,3
2356,4
2357,6
2358,7
2359,4
2360,2
2361,7
2362,1
2363,8
2364,4
2365,0
2366,5
2367,0
2368,7
2369,3
2370,1
2371,3
2372,1
2373,6
2374,5
2375,6
2376,2
2377,1
2378,6
2379,7
2380,1
2381,6
2382,6
2383,6
2384,5
2385,8
2386,7
2387,1
2388,3
2389,4
2390,3
2391,3
2392,4
2393,3
2394,3
2395,0
2396,8
2397,5
2398,3
2399,7
2400,2
2401,4
2402,1
2403,3
2404,2
2405,8
2406,8
2407,3
2408,6
2409,9
2410,4
2411,6
2412,1
2413,3
2414,7
2415,8
2416,1
2417,1
2418,2
2419,0
2420,1
2421,1
2422,1
2423,3
2424,4
2425,0
2426,5
2427,9
2428,2
2429,1
2430,4
2431,8
2432,8
2433,0
2434,7
2435,0
2436,4
2437,1
2438,1
2439,0
2440,6
2441,6
2442,9
2443,1
2444,8
2445,8
2446,6
2447,1
2448,7
2449,4
2450,7
2451,1
2452,2
2453,2
2454,8
2455,0
2456,3
2457,1
2458,9
2459,4
2460,6
2461,4
2462,5
2463,5
2464,8
2465,5
2466,2
2467,8
2468,3
2469,9
2470,4
2471,7
2472,5
2473,8
2474,1
2475,1
2476,3
2477,1
2478,2
2479,1
2480,3
2481,6
2482,4
2483,2
2484,7
2485,9
2486,1
2487,5
2488,6
2489,1
2490,6
2491,1
2492,0
2493,6
2494,1
2495,8
2496,5
2497,8
2498,5
2499,0
2500,9
2501,2
2502,8
2503,5
2504,1
2505,2
2506,0
2507,6
2508,9
2509,2
2510,6
2511,1
2512,1
2513,1
2514,2
2515,0
2516,5
2517,6
2518,2
2519,8
2520,3
2521,1
2522,5
2523,0
2524,8
2525,8
2526,4
2527,7
2528,4
2529,5
2530,4
2531,4
2532,5
2533,5
2534,4
2535,2
2536,5
2537,8
2538,7
2539,5
2540,0
2541,3
2542,3
2543,0
2544,4
2545,0
2546,3
2547,8
2548,0
2549,3
2550,9
2551,0
2552,7
2553,1
2554,8
2555,8
2556,2
2557,6
2558,3
2559,9
2560,3
2561,0
2562,5
2563,1
2564,6
2565,9
2566,0
2567,4
2568,3
2569,1
2570,6
2571,9
2572,4
2573,1
2574,7
2575,1
2576,7
2577,1
2578,7
2579,6
2580,6
2581,9
2582,4
2583,7
2584,5
2585,7
2586,8
2587,6
2588,7
2589,6
2590,0
2591,5
2592,1
2593,4
2594,4
2595,9
2596,8
2597,0
2598,2
2599,3
2600,0
2601,9
2602,6
2603,5
2604,1
2605,7
2606,7
2607,1
2608,3
2609,1
2610,8
2611,1
2612,9
2613,9
2614,2
2615,6
2616,6
2617,9
2618,5
2619,9
2620,7
2621,6
2622,6
2623,5
2624,0
2625,2
2626,8
2627,3
2628,9
2629,8
2630,2
2631,3
2632,0
2633,6
2634,4
2635,1
2636,4
2637,4
2638,2
2639,1
2640,1
2641,1
2642,6
2643,8
2644,2
2645,1
2646,8
2647,5
2648,5
2649,3
2650,4
2651,7
2652,1
2653,3
2654,4
2655,7
2656,4
2657,9
2658,2
2659,4
2660,9
2661,1
2662,7
2663,0
2664,2
2665,3
2666,1
2667,3
2668,1
2669,7
2670,4
2671,4
2672,0
2673,0
2674,1
2675,4
2676,1
2677,3
2678,1
2679,8
2680,0
2681,3
2682,7
2683,7
2684,8
2685,8
2686,0
2687,6
2688,4
2689,1
2690,0
2691,4
2692,7
2693,7
2694,7
2695,7
2696,0
2697,0
2698,2
2699,1
2700,1
2701,4
2702,1
2703,4
2704,6
2705,6
2706,8
2707,7
2708,9
2709,5
2710,7
2711,6
2712,6
2713,0
2714,1
2715,1
2716,2
2717,4
2718,2
2719,5
2720,0
2721,3
2722,8
2723,9
2724,6
2725,1
2726,4
2727,0
2728,7
2729,3
2730,9
2731,6
2732,5
2733,2
2734,0
2735,5
2736,0
2737,7
2738,5
2739,5
2740,6
2741,4
2742,6
2743,4
2744,7
2745,5
2746,6
2747,9
2748,5
2749,7
2750,2
2751,6
2752,1
2753,6
2754,0
2755,5
2756,5
2757,7
2758,8
2759,5
2760,2
2761,5
2762,3
2763,1
2764,5
2765,0
2766,3
2767,7
2768,7
2769,8
2770,5
2771,3
2772,8
2773,9
2774,0
2775,3
2776,9
2777,1
2778,2
2779,8
2780,9
2781,3
2782,5
2783,3
2784,4
2785,5
2786,4
2787,3
2788,8
2789,2
2790,8
2791,8
2792,9
2793,4
2794,1
2795,5
2796,7
2797,9
2798,1
2799,8
2800,4
2801,0
2802,6
2803,9
2804,6
2805,0
2806,5
2807,0
2808,1
2809,5
2810,4
2811,5
2812,7
2813,0
2814,0
2815,1
2816,9
2817,1
2818,2
2819,9
2820,9
2821,2
2822,4
2823,5
2824,4
2825,7
2826,4
2827,7
2828,4
2829,8
2830,9
2831,0
2832,0
2833,8
2834,1
2835,3
2836,1
2837,7
2838,7
2839,9
2840,9
2841,6
2842,5
2843,7
2844,0
2845,1
2846,0
2847,1
2848,2
2849,9
2850,7
2851,7
2852,5
2853,1
2854,4
2855,2
2856,0
2857,5
2858,6
2859,7
2860,9
2861,3
2862,9
2863,2
2864,9
2865,1
2866,0
2867,0
2868,5
2869,7
2870,7
2871,8
2872,8
2873,4
2874,5
2875,8
2876,6
2877,6
2878,0
2879,4
2880,2
2881,8
2882,9
2883,5
2884,7
2885,7
2886,1
2887,9
2888,3
2889,9
2890,3
2891,7
2892,3
2893,1
2894,8
2895,8
2896,9
2897,3
2898,5
2899,2
2900,3
2901,0
2902,2
2903,6
2904,7
2905,3
2906,2
2907,8
2908,9
2909,5
2910,2
2911,1
2912,3
2913,6
2914,5
2915,2
2916,5
2917,0
2918,8
2919,9
2920,3
2921,1
2922,6
2923,6
2924,7
2925,5
2926,9
2927,8
2928,9
2929,0
2930,4
2931,6
2932,1
2933,1
2934,8
2935,4
2936,6
2937,0
2938,0
2939,1
2940,0
2941,2
2942,0
2943,6
2944,8
2945,5
2946,3
2947,3
2948,8
2949,4
2950,6
2951,0
2952,7
2953,9
2954,1
2955,3
2956,1
2957,0
2958,0
2959,3
2960,9
2961,8
2962,7
2963,9
2964,3
2965,6
2966,0
2967,0
2968,2
2969,4
2970,8
2971,8
2972,1
2973,0
2974,0
2975,8
2976,3
2977,0
2978,7
2979,2
2980,9
2981,1
2982,2
2983,6
2984,7
2985,4
2986,0
2987,3
2988,5
2989,5
2990,8
2991,5
2992,1
2993,6
2994,1
2995,0
2996,2
2997,8
